query,labels,example_type,augmented
I need the company profile for Microsoft. List emerging fintech companies for lead generation. What are the latest tech headlines in the startup world?,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple,False
Show me Apple's company profile. Identify companies in cybersecurity that recently secured funding. Show me the latest funding news in the startup world.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple,False
Get me the detailed company profile for Google. Show me startups in AI that are potential sales leads. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple,False
I need the company profile for Microsoft. List emerging fintech companies for lead generation. What are the current funding news headlines?,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple,False
Show me Apple's company profile. Identify companies in cybersecurity that recently secured funding. Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple,False
Get me the detailed company profile for Google. Show me startups in AI that are potential sales leads. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple,False
I need the company profile for Microsoft. List emerging fintech companies for lead generation. What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple,False
Show me Apple's company profile. Identify companies in cybersecurity that recently secured funding. Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple,False
Get me the detailed company profile for Google. Show me startups in AI that are potential sales leads. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple,False
I need the company profile for Microsoft. List emerging fintech companies for lead generation. Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me Apple's company profile. Provide an analysis of the top 5 players in the cloud computing market. Show me the latest TechCrunch articles on startups.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple,False
Get me the detailed company profile for Google. Show me a market analysis of the fintech sector. Retrieve recent tech news on emerging startups.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple,False
I need the company profile for Microsoft. What are the current trends in the startup ecosystem? What are the latest tech headlines in the startup world?,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple,False
Show me Apple's company profile. Provide an analysis of the top 5 players in the cloud computing market. Show me the latest funding news in the startup world.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,False
Get me the detailed company profile for Google. Show me a market analysis of the fintech sector. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,False
I need the company profile for Microsoft. What are the current trends in the startup ecosystem? What are the current funding news headlines?,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,False
Show me Apple's company profile. Provide an analysis of the top 5 players in the cloud computing market. Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple,False
Get me the detailed company profile for Google. Show me a market analysis of the fintech sector. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple,False
I need the company profile for Microsoft. What are the current trends in the startup ecosystem? What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple,False
Show me Apple's company profile. Provide an analysis of the top 5 players in the cloud computing market. Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple,False
Get me the detailed company profile for Google. Show me a market analysis of the fintech sector. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple,False
I need the company profile for Microsoft. What are the current trends in the startup ecosystem? Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me Apple's company profile. Show me the latest TechCrunch articles on startups. Show me the latest funding news in the startup world.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,False
Get me the detailed company profile for Google. Retrieve recent tech news on emerging startups. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,False
I need the company profile for Microsoft. What are the latest tech headlines in the startup world? What are the current funding news headlines?,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,False
Show me Apple's company profile. Show me the latest TechCrunch articles on startups. Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple,False
Get me the detailed company profile for Google. Retrieve recent tech news on emerging startups. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple,False
I need the company profile for Microsoft. What are the latest tech headlines in the startup world? What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple,False
Show me Apple's company profile. Show me the latest TechCrunch articles on startups. Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
Get me the detailed company profile for Google. Retrieve recent tech news on emerging startups. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
I need the company profile for Microsoft. What are the latest tech headlines in the startup world? Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me Apple's company profile. Show me the latest funding news in the startup world. Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,False
Get me the detailed company profile for Google. Retrieve recent articles about startup funding. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,False
I need the company profile for Microsoft. What are the current funding news headlines? What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,False
Show me Apple's company profile. Show me the latest funding news in the startup world. Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
Get me the detailed company profile for Google. Retrieve recent articles about startup funding. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
I need the company profile for Microsoft. What are the current funding news headlines? Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me Apple's company profile. Show me upcoming industry events for startups. Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,False
Get me the detailed company profile for Google. List the next tech conferences for startups. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,False
I need the company profile for Microsoft. What industry events are happening this month for startups? Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Which companies have gone public recently?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Show me the IPO details for Apple.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. What are the IPO dates for Google?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me profiles of top investors in the startup ecosystem.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Who are the leading investors in tech startups?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve details about venture capital firms investing in AI.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Give me the investment history for Apple.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Show me the past investments made by Google.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve the investment details for Microsoft.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me the parent company of YouTube.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. List the investment partners for Google in its recent round.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me details on Sequoia Capital's funds.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Give me the fund details for SoftBank.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me current job openings at Apple.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. List the latest job openings for Google.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve recent job postings at Microsoft.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me the profile of Elon Musk.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Retrieve the profile of Jeff Bezos.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Give me the profile of Sundar Pichai.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? What is Elon Musk's educational background?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Show me the degrees held by Jeff Bezos.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve the educational qualifications of Sundar Pichai.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Who are the main competitors of Apple?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. List Google's top competitors.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Show me the competitors of Microsoft.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Identify companies in cybersecurity that recently secured funding.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Show me startups in AI that are potential sales leads.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. List emerging fintech companies for lead generation.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Provide an analysis of the top 5 players in the cloud computing market.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Show me a market analysis of the fintech sector.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. What are the current trends in the startup ecosystem?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me the latest TechCrunch articles on startups.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Retrieve recent tech news on emerging startups.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. What are the latest tech headlines in the startup world?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me the latest funding news in the startup world.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. Retrieve recent articles about startup funding.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. What are the current funding news headlines?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me upcoming industry events for startups.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. List the next tech conferences for startups.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. What industry events are happening this month for startups?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple,False
What funding rounds has Apple completed? What acquisitions has Apple made? Show me current market trends in the startup ecosystem.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me the latest funding round for Google. Show me Apple's acquisition history. What are the latest market trends in tech startups?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple,False
Get details on Microsoft's funding rounds. List the companies acquired by Google. Retrieve trends in the venture capital market.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me profiles of top investors in the startup ecosystem.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTOR_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Who are the leading investors in tech startups?,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTOR_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve details about venture capital firms investing in AI.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTOR_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Give me the investment history for Apple.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Show me the past investments made by Google.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve the investment details for Microsoft.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me the parent company of YouTube.,"FUNDING_ROUND_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. What is the subsidiary relationship of Alphabet?,"FUNDING_ROUND_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve details on the organizational hierarchy of Samsung.,"FUNDING_ROUND_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Who are the co-investors in Apple's latest funding round?,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. List the investment partners for Google in its recent round.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Show me the co-investors for Microsoft's latest funding round.,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me details on Sequoia Capital's funds.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Retrieve information on Andreessen Horowitz's funds.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Give me the fund details for SoftBank.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me current job openings at Apple.,"FUNDING_ROUND_QUERY,IPO_QUERY,JOBS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. List the latest job openings for Google.,"FUNDING_ROUND_QUERY,IPO_QUERY,JOBS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve recent job postings at Microsoft.,"FUNDING_ROUND_QUERY,IPO_QUERY,JOBS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me the profile of Elon Musk.,"FUNDING_ROUND_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Retrieve the profile of Jeff Bezos.,"FUNDING_ROUND_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Give me the profile of Sundar Pichai.,"FUNDING_ROUND_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? What is Elon Musk's educational background?,"FUNDING_ROUND_QUERY,IPO_QUERY,EDUCATION_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Show me the degrees held by Jeff Bezos.,"FUNDING_ROUND_QUERY,IPO_QUERY,EDUCATION_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve the educational qualifications of Sundar Pichai.,"FUNDING_ROUND_QUERY,IPO_QUERY,EDUCATION_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Who are the main competitors of Apple?,"FUNDING_ROUND_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. List Google's top competitors.,"FUNDING_ROUND_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Show me the competitors of Microsoft.,"FUNDING_ROUND_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Identify companies in cybersecurity that recently secured funding.,"FUNDING_ROUND_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Show me startups in AI that are potential sales leads.,"FUNDING_ROUND_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? List emerging fintech companies for lead generation.,"FUNDING_ROUND_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Provide an analysis of the top 5 players in the cloud computing market.,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Show me a market analysis of the fintech sector.,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? What are the current trends in the startup ecosystem?,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me the latest TechCrunch articles on startups.,"FUNDING_ROUND_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Retrieve recent tech news on emerging startups.,"FUNDING_ROUND_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? What are the latest tech headlines in the startup world?,"FUNDING_ROUND_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me the latest funding news in the startup world.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. Retrieve recent articles about startup funding.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? What are the current funding news headlines?,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me upcoming industry events for startups.,"FUNDING_ROUND_QUERY,IPO_QUERY,EVENT_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. List the next tech conferences for startups.,"FUNDING_ROUND_QUERY,IPO_QUERY,EVENT_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? What industry events are happening this month for startups?,"FUNDING_ROUND_QUERY,IPO_QUERY,EVENT_QUERY",triple,False
What funding rounds has Apple completed? Which companies have gone public recently? Show me current market trends in the startup ecosystem.,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple,False
Show me the latest funding round for Google. Show me the IPO details for Apple. What are the latest market trends in tech startups?,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple,False
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve trends in the venture capital market.,"FUNDING_ROUND_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Give me the investment history for Apple.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Show me the latest funding round for Google. Who are the leading investors in tech startups? Show me the past investments made by Google.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
Get details on Microsoft's funding rounds. Retrieve details about venture capital firms investing in AI. Retrieve the investment details for Microsoft.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Show me the parent company of YouTube.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Show me the latest funding round for Google. Who are the leading investors in tech startups? What is the subsidiary relationship of Alphabet?,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
Get details on Microsoft's funding rounds. Retrieve details about venture capital firms investing in AI. Retrieve details on the organizational hierarchy of Samsung.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Who are the co-investors in Apple's latest funding round?,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Show me the latest funding round for Google. Who are the leading investors in tech startups? List the investment partners for Google in its recent round.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
Get details on Microsoft's funding rounds. Retrieve details about venture capital firms investing in AI. Show me the co-investors for Microsoft's latest funding round.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Show me details on Sequoia Capital's funds.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDS_QUERY",triple,False
Show me the latest funding round for Google. Who are the leading investors in tech startups? Retrieve information on Andreessen Horowitz's funds.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDS_QUERY",triple,False
Get details on Microsoft's funding rounds. Retrieve details about venture capital firms investing in AI. Give me the fund details for SoftBank.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDS_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Show me current job openings at Apple.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,JOBS_QUERY",triple,False
Show me the latest funding round for Google. Who are the leading investors in tech startups? List the latest job openings for Google.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,JOBS_QUERY",triple,False
Get details on Microsoft's funding rounds. Retrieve details about venture capital firms investing in AI. Retrieve recent job postings at Microsoft.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,JOBS_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Show me the profile of Elon Musk.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,PEOPLE_PROFILE_QUERY",triple,False
