query,labels,example_type
Show me the past investments made by Google. List Google's top competitors. Show me a market analysis of the fintech sector.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple
Retrieve the investment details for Microsoft. Show me the competitors of Microsoft. What are the current trends in the startup ecosystem?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple
Give me the investment history for Apple. Who are the main competitors of Apple? Show me the latest TechCrunch articles on startups.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
Show me the past investments made by Google. List Google's top competitors. Retrieve recent tech news on emerging startups.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. Show me the competitors of Microsoft. What are the latest tech headlines in the startup world?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
Give me the investment history for Apple. Who are the main competitors of Apple? Show me the latest funding news in the startup world.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple
Show me the past investments made by Google. List Google's top competitors. Retrieve recent articles about startup funding.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. Show me the competitors of Microsoft. What are the current funding news headlines?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple
Give me the investment history for Apple. Who are the main competitors of Apple? Show me upcoming industry events for startups.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple
Show me the past investments made by Google. List Google's top competitors. List the next tech conferences for startups.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple
Retrieve the investment details for Microsoft. Show me the competitors of Microsoft. What industry events are happening this month for startups?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple
Give me the investment history for Apple. Who are the main competitors of Apple? Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. List Google's top competitors. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. Show me the competitors of Microsoft. Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding. Provide an analysis of the top 5 players in the cloud computing market.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the past investments made by Google. Show me startups in AI that are potential sales leads. Show me a market analysis of the fintech sector.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve the investment details for Microsoft. List emerging fintech companies for lead generation. What are the current trends in the startup ecosystem?,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_ANALYSIS_QUERY",triple
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding. Show me the latest TechCrunch articles on startups.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple
Show me the past investments made by Google. Show me startups in AI that are potential sales leads. Retrieve recent tech news on emerging startups.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. List emerging fintech companies for lead generation. What are the latest tech headlines in the startup world?,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding. Show me the latest funding news in the startup world.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple
Show me the past investments made by Google. Show me startups in AI that are potential sales leads. Retrieve recent articles about startup funding.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. List emerging fintech companies for lead generation. What are the current funding news headlines?,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding. Show me upcoming industry events for startups.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple
Show me the past investments made by Google. Show me startups in AI that are potential sales leads. List the next tech conferences for startups.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple
Retrieve the investment details for Microsoft. List emerging fintech companies for lead generation. What industry events are happening this month for startups?,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding. Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. Show me startups in AI that are potential sales leads. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. List emerging fintech companies for lead generation. Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",triple
Give me the investment history for Apple. Provide an analysis of the top 5 players in the cloud computing market. Show me the latest TechCrunch articles on startups.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple
Show me the past investments made by Google. Show me a market analysis of the fintech sector. Retrieve recent tech news on emerging startups.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. What are the current trends in the startup ecosystem? What are the latest tech headlines in the startup world?,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple
Give me the investment history for Apple. Provide an analysis of the top 5 players in the cloud computing market. Show me the latest funding news in the startup world.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple
Show me the past investments made by Google. Show me a market analysis of the fintech sector. Retrieve recent articles about startup funding.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. What are the current trends in the startup ecosystem? What are the current funding news headlines?,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple
Give me the investment history for Apple. Provide an analysis of the top 5 players in the cloud computing market. Show me upcoming industry events for startups.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple
Show me the past investments made by Google. Show me a market analysis of the fintech sector. List the next tech conferences for startups.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple
Retrieve the investment details for Microsoft. What are the current trends in the startup ecosystem? What industry events are happening this month for startups?,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple
Give me the investment history for Apple. Provide an analysis of the top 5 players in the cloud computing market. Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. Show me a market analysis of the fintech sector. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. What are the current trends in the startup ecosystem? Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple
Give me the investment history for Apple. Show me the latest TechCrunch articles on startups. Show me the latest funding news in the startup world.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple
Show me the past investments made by Google. Retrieve recent tech news on emerging startups. Retrieve recent articles about startup funding.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve the investment details for Microsoft. What are the latest tech headlines in the startup world? What are the current funding news headlines?,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple
Give me the investment history for Apple. Show me the latest TechCrunch articles on startups. Show me upcoming industry events for startups.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple
Show me the past investments made by Google. Retrieve recent tech news on emerging startups. List the next tech conferences for startups.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple
Retrieve the investment details for Microsoft. What are the latest tech headlines in the startup world? What industry events are happening this month for startups?,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple
Give me the investment history for Apple. Show me the latest TechCrunch articles on startups. Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. Retrieve recent tech news on emerging startups. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. What are the latest tech headlines in the startup world? Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Give me the investment history for Apple. Show me the latest funding news in the startup world. Show me upcoming industry events for startups.,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple
Show me the past investments made by Google. Retrieve recent articles about startup funding. List the next tech conferences for startups.,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple
Retrieve the investment details for Microsoft. What are the current funding news headlines? What industry events are happening this month for startups?,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple
Give me the investment history for Apple. Show me the latest funding news in the startup world. Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. Retrieve recent articles about startup funding. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. What are the current funding news headlines? Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple
Give me the investment history for Apple. Show me upcoming industry events for startups. Show me current market trends in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple
Show me the past investments made by Google. List the next tech conferences for startups. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve the investment details for Microsoft. What industry events are happening this month for startups? Retrieve trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me details on Sequoia Capital's funds.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Retrieve information on Andreessen Horowitz's funds.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Give me the fund details for SoftBank.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me current job openings at Apple.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. List the latest job openings for Google.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Retrieve recent job postings at Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me the profile of Elon Musk.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Retrieve the profile of Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Give me the profile of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? What is Elon Musk's educational background?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Show me the degrees held by Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Retrieve the educational qualifications of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Who are the main competitors of Apple?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. List Google's top competitors.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. Retrieve recent articles about startup funding.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. What are the current funding news headlines?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. List the next tech conferences for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. What industry events are happening this month for startups?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round? Show me current market trends in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the investment partners for Google in its recent round. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the co-investors for Microsoft's latest funding round. Retrieve trends in the venture capital market.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me current job openings at Apple.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. List the latest job openings for Google.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. Retrieve recent job postings at Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me the profile of Elon Musk.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Retrieve the profile of Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. Give me the profile of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. What is Elon Musk's educational background?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Show me the degrees held by Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. Retrieve the educational qualifications of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Who are the main competitors of Apple?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. List Google's top competitors.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. Retrieve recent articles about startup funding.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. What are the current funding news headlines?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EVENT_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. List the next tech conferences for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EVENT_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. What industry events are happening this month for startups?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EVENT_QUERY",triple
Show me the parent company of YouTube. Show me details on Sequoia Capital's funds. Show me current market trends in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_TRENDS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve information on Andreessen Horowitz's funds. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the fund details for SoftBank. Retrieve trends in the venture capital market.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Show me the profile of Elon Musk.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Retrieve the profile of Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. Give me the profile of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. What is Elon Musk's educational background?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Show me the degrees held by Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. Retrieve the educational qualifications of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Who are the main competitors of Apple?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. List Google's top competitors.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_ANALYSIS_QUERY",triple
